Entity,Code,Year,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",World Bank's income classification,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",Year
Austria,AUT,1999,11804.408,High-income countries,12313.909,2019
Austria,AUT,2000,11646.483,High-income countries,12313.909,2019
Austria,AUT,2001,11449.343,High-income countries,12313.909,2019
Austria,AUT,2002,11564.528,High-income countries,12313.909,2019
Austria,AUT,2003,11637.103,High-income countries,12313.909,2019
Austria,AUT,2004,11535.185,High-income countries,12313.909,2019
Austria,AUT,2005,11521.199,High-income countries,12313.909,2019
Austria,AUT,2006,11407.852,High-income countries,12313.909,2019
Austria,AUT,2007,11519.783,High-income countries,12313.909,2019
Austria,AUT,2008,11559.966,High-income countries,12313.909,2019
Austria,AUT,2009,11848.172,High-income countries,12313.909,2019
Austria,AUT,2010,11889.391,High-income countries,12313.909,2019
Austria,AUT,2011,11923.205,High-income countries,12313.909,2019
Austria,AUT,2012,12058.575,High-income countries,12313.909,2019
Austria,AUT,2013,12143.642,High-income countries,12313.909,2019
Austria,AUT,2014,12179.527,High-income countries,12313.909,2019
Austria,AUT,2015,12371.039,High-income countries,12313.909,2019
Austria,AUT,2016,12282.448,High-income countries,12313.909,2019
Austria,AUT,2017,12203.441,High-income countries,12313.909,2019
Austria,AUT,2018,12172.426,High-income countries,12313.909,2019
Austria,AUT,2019,12313.909,High-income countries,12313.909,2019
Austria,AUT,1987,,High-income countries,12313.909,2019
Austria,AUT,1988,,High-income countries,12313.909,2019
Austria,AUT,1989,,High-income countries,12313.909,2019
Austria,AUT,2020,,High-income countries,12313.909,2019
Austria,AUT,2021,,High-income countries,12313.909,2019
Austria,AUT,2022,,High-income countries,12313.909,2019
Azerbaijan,AZE,1990,6926.708,,12497.445,2019
Azerbaijan,AZE,1991,7278.0537,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,1992,7729.6304,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,1993,8068.4595,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,1994,8357.847,Low-income countries,12497.445,2019
Azerbaijan,AZE,1995,8500.135,Low-income countries,12497.445,2019
Azerbaijan,AZE,1996,8521.388,Low-income countries,12497.445,2019
Azerbaijan,AZE,1997,8355.244,Low-income countries,12497.445,2019
Azerbaijan,AZE,1998,8252.28,Low-income countries,12497.445,2019
Azerbaijan,AZE,1999,8226.001,Low-income countries,12497.445,2019
Azerbaijan,AZE,2000,8223.878,Low-income countries,12497.445,2019
Azerbaijan,AZE,2001,8232.814,Low-income countries,12497.445,2019
Azerbaijan,AZE,2002,8402.513,Low-income countries,12497.445,2019
Azerbaijan,AZE,2003,8655.491,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,2004,8788.322,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,2005,9136.85,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,2006,9316.596,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,2007,9390.766,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,2008,9753.2,Lower-middle-income countries,12497.445,2019
Azerbaijan,AZE,2009,9997.67,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2010,10240.345,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2011,10613.418,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2012,10900.838,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2013,11056.013,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2014,11228.678,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2015,11456.804,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2016,11794.974,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2017,12229.163,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2018,12207.709,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2019,12497.445,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2020,,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2021,,Upper-middle-income countries,12497.445,2019
Azerbaijan,AZE,2022,,Upper-middle-income countries,12497.445,2019
Bahamas,BHS,1990,92.52774,High-income countries,155.48254,2019
Bahamas,BHS,1991,92.154175,High-income countries,155.48254,2019
Bahamas,BHS,1992,92.075294,High-income countries,155.48254,2019
Bahamas,BHS,1993,93.332695,High-income countries,155.48254,2019
Bahamas,BHS,1994,94.82491,High-income countries,155.48254,2019
Bahamas,BHS,1995,96.22534,High-income countries,155.48254,2019
Bahamas,BHS,1996,98.83416,High-income countries,155.48254,2019
Bahamas,BHS,1997,96.867905,High-income countries,155.48254,2019
Bahamas,BHS,1998,98.33846,High-income countries,155.48254,2019
Bahamas,BHS,1999,102.40709,High-income countries,155.48254,2019
Bahamas,BHS,2000,99.24776,High-income countries,155.48254,2019
Bahamas,BHS,2001,102.60619,High-income countries,155.48254,2019
Bahamas,BHS,2002,100.75798,High-income countries,155.48254,2019
Bahamas,BHS,2003,100.9147,High-income countries,155.48254,2019
Bahamas,BHS,2004,103.73979,High-income countries,155.48254,2019
Bahamas,BHS,2005,102.68796,High-income countries,155.48254,2019
Bahamas,BHS,2006,107.311966,High-income countries,155.48254,2019
Bahamas,BHS,2007,107.04525,High-income countries,155.48254,2019
Bahamas,BHS,2008,111.1534,High-income countries,155.48254,2019
Bahamas,BHS,2009,116.089195,High-income countries,155.48254,2019
Bahamas,BHS,2010,119.37951,High-income countries,155.48254,2019
Bahamas,BHS,2011,121.84951,High-income countries,155.48254,2019
Bahamas,BHS,2012,124.28511,High-income countries,155.48254,2019
Bahamas,BHS,2013,125.090515,High-income countries,155.48254,2019
Bahamas,BHS,2014,130.13011,High-income countries,155.48254,2019
Bahamas,BHS,2015,136.3629,High-income countries,155.48254,2019
Bahamas,BHS,2016,140.80176,High-income countries,155.48254,2019
Bahamas,BHS,2017,145.02612,High-income countries,155.48254,2019
Bahamas,BHS,2018,150.41977,High-income countries,155.48254,2019
Bahamas,BHS,2019,155.48254,High-income countries,155.48254,2019
Bahamas,BHS,1987,,High-income countries,155.48254,2019
Bahamas,BHS,1988,,High-income countries,155.48254,2019
Bahamas,BHS,1989,,High-income countries,155.48254,2019
Bahamas,BHS,2020,,High-income countries,155.48254,2019
Bahamas,BHS,2021,,High-income countries,155.48254,2019
Bahamas,BHS,2022,,High-income countries,155.48254,2019
Bahrain,BHR,1990,310.90292,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1991,321.1237,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1992,324.2103,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1993,322.32797,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1994,327.07434,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1995,336.13925,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1996,342.0226,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1997,345.1812,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1998,348.67996,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,1999,344.93436,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,2000,316.37543,Upper-middle-income countries,545.49414,2019
Bahrain,BHR,2001,291.2866,High-income countries,545.49414,2019
Bahrain,BHR,2002,327.10034,High-income countries,545.49414,2019
Bahrain,BHR,2003,360.48492,High-income countries,545.49414,2019
Bahrain,BHR,2004,363.25934,High-income countries,545.49414,2019
Bahrain,BHR,2005,360.93414,High-income countries,545.49414,2019
Bahrain,BHR,2006,357.0254,High-income countries,545.49414,2019
Bahrain,BHR,2007,354.74722,High-income countries,545.49414,2019
Bahrain,BHR,2008,356.0569,High-income countries,545.49414,2019
Bahrain,BHR,2009,358.9524,High-income countries,545.49414,2019
Bahrain,BHR,2010,364.59286,High-income countries,545.49414,2019
Bahrain,BHR,2011,365.29666,High-income countries,545.49414,2019
Bahrain,BHR,2012,363.78516,High-income countries,545.49414,2019
Bahrain,BHR,2013,363.2334,High-income countries,545.49414,2019
Bahrain,BHR,2014,371.0988,High-income countries,545.49414,2019
Bahrain,BHR,2015,394.70132,High-income countries,545.49414,2019
Bahrain,BHR,2016,420.96573,High-income countries,545.49414,2019
Bahrain,BHR,2017,456.69852,High-income countries,545.49414,2019
Bahrain,BHR,2018,497.36472,High-income countries,545.49414,2019
Bahrain,BHR,2019,545.49414,High-income countries,545.49414,2019
Bahrain,BHR,1987,,High-income countries,545.49414,2019
Bahrain,BHR,1988,,High-income countries,545.49414,2019
Bahrain,BHR,1989,,High-income countries,545.49414,2019
Bahrain,BHR,2020,,High-income countries,545.49414,2019
Bahrain,BHR,2021,,High-income countries,545.49414,2019
Bahrain,BHR,2022,,High-income countries,545.49414,2019
Bangladesh,BGD,1990,87247.99,Low-income countries,105711.91,2019
Bangladesh,BGD,1991,80024.945,Low-income countries,105711.91,2019
Bangladesh,BGD,1992,79352.82,Low-income countries,105711.91,2019
Bangladesh,BGD,1993,78473.58,Low-income countries,105711.91,2019
Bangladesh,BGD,1994,77514.766,Low-income countries,105711.91,2019
Bangladesh,BGD,1995,78471.516,Low-income countries,105711.91,2019
Bangladesh,BGD,1996,77380.29,Low-income countries,105711.91,2019
Bangladesh,BGD,1997,76092.305,Low-income countries,105711.91,2019
Bangladesh,BGD,1998,75334.14,Low-income countries,105711.91,2019
Bangladesh,BGD,1999,74736.72,Low-income countries,105711.91,2019
Bangladesh,BGD,2000,76853.65,Low-income countries,105711.91,2019
Bangladesh,BGD,2001,76996.22,Low-income countries,105711.91,2019
Bangladesh,BGD,2002,78795.42,Low-income countries,105711.91,2019
Bangladesh,BGD,2003,81211.055,Low-income countries,105711.91,2019
Bangladesh,BGD,2004,82303.08,Low-income countries,105711.91,2019
Bangladesh,BGD,2005,84803.44,Low-income countries,105711.91,2019
Bangladesh,BGD,2006,88158.72,Low-income countries,105711.91,2019
Bangladesh,BGD,2007,89673.016,Low-income countries,105711.91,2019
Bangladesh,BGD,2008,89226.73,Low-income countries,105711.91,2019
Bangladesh,BGD,2009,89153.82,Low-income countries,105711.91,2019
Bangladesh,BGD,2010,89731.23,Low-income countries,105711.91,2019
Bangladesh,BGD,2011,85129.64,Low-income countries,105711.91,2019
Bangladesh,BGD,2012,81878.56,Low-income countries,105711.91,2019
Bangladesh,BGD,2013,83177.695,Low-income countries,105711.91,2019
Bangladesh,BGD,2014,87283.53,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2015,88214.92,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2016,91417.34,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2017,98534.26,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2018,102093.79,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2019,105711.91,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,1987,,Low-income countries,105711.91,2019
Bangladesh,BGD,1988,,Low-income countries,105711.91,2019
Bangladesh,BGD,1989,,Low-income countries,105711.91,2019
Bangladesh,BGD,2020,,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2021,,Lower-middle-income countries,105711.91,2019
Bangladesh,BGD,2022,,Lower-middle-income countries,105711.91,2019
Barbados,BRB,1990,134.8683,Upper-middle-income countries,156.931,2019
Barbados,BRB,1991,132.60841,Upper-middle-income countries,156.931,2019
Barbados,BRB,1992,135.62013,Upper-middle-income countries,156.931,2019
Barbados,BRB,1993,136.63387,Upper-middle-income countries,156.931,2019
Barbados,BRB,1994,138.78586,Upper-middle-income countries,156.931,2019
Barbados,BRB,1995,137.44693,Upper-middle-income countries,156.931,2019
Barbados,BRB,1996,136.4792,Upper-middle-income countries,156.931,2019
Barbados,BRB,1997,136.06255,Upper-middle-income countries,156.931,2019
Barbados,BRB,1998,130.98282,Upper-middle-income countries,156.931,2019
Barbados,BRB,1999,122.50891,Upper-middle-income countries,156.931,2019
Barbados,BRB,2000,121.80886,High-income countries,156.931,2019
Barbados,BRB,2001,118.66098,Upper-middle-income countries,156.931,2019
Barbados,BRB,2002,124.87359,High-income countries,156.931,2019
Barbados,BRB,2003,131.18875,Upper-middle-income countries,156.931,2019
Barbados,BRB,2004,133.4605,Upper-middle-income countries,156.931,2019
Barbados,BRB,2005,130.36118,Upper-middle-income countries,156.931,2019
Barbados,BRB,2006,131.99077,High-income countries,156.931,2019
Barbados,BRB,2007,131.91237,High-income countries,156.931,2019
Barbados,BRB,2008,130.59796,High-income countries,156.931,2019
Barbados,BRB,2009,124.99663,High-income countries,156.931,2019
Barbados,BRB,2010,126.18132,High-income countries,156.931,2019
Barbados,BRB,2011,127.402916,High-income countries,156.931,2019
Barbados,BRB,2012,128.67816,High-income countries,156.931,2019
Barbados,BRB,2013,131.30864,High-income countries,156.931,2019
Barbados,BRB,2014,134.49646,High-income countries,156.931,2019
Barbados,BRB,2015,137.0251,High-income countries,156.931,2019
Barbados,BRB,2016,139.30394,High-income countries,156.931,2019
Barbados,BRB,2017,141.91087,High-income countries,156.931,2019
Barbados,BRB,2018,147.08855,High-income countries,156.931,2019
Barbados,BRB,2019,156.931,High-income countries,156.931,2019
Barbados,BRB,1987,,Upper-middle-income countries,156.931,2019
Barbados,BRB,1988,,Upper-middle-income countries,156.931,2019
Barbados,BRB,1989,,High-income countries,156.931,2019
Barbados,BRB,2020,,High-income countries,156.931,2019
Barbados,BRB,2021,,High-income countries,156.931,2019
Barbados,BRB,2022,,High-income countries,156.931,2019
Belarus,BLR,1990,20601.158,,20509.408,2019
Belarus,BLR,1991,21563.77,Upper-middle-income countries,20509.408,2019
Belarus,BLR,1992,22489.643,Upper-middle-income countries,20509.408,2019
Belarus,BLR,1993,24920.162,Upper-middle-income countries,20509.408,2019
Belarus,BLR,1994,25213.447,Lower-middle-income countries,20509.408,2019
Belarus,BLR,1995,26259.871,Lower-middle-income countries,20509.408,2019
Belarus,BLR,1996,26113.418,Lower-middle-income countries,20509.408,2019
Belarus,BLR,1997,26458.969,Lower-middle-income countries,20509.408,2019
Belarus,BLR,1998,26938.793,Lower-middle-income countries,20509.408,2019
Belarus,BLR,1999,27471.018,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2000,25882.93,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2001,27153.328,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2002,28272.254,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2003,27252.225,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2004,26413.988,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2005,26824.08,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2006,25558.035,Lower-middle-income countries,20509.408,2019
Belarus,BLR,2007,23947.385,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2008,23935.94,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2009,23829.45,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2010,24209.822,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2011,24396.697,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2012,21449.955,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2013,20878.912,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2014,20565.455,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2015,20137.193,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2016,20064.12,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2017,20423.201,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2018,20236.438,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2019,20509.408,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2020,,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2021,,Upper-middle-income countries,20509.408,2019
Belarus,BLR,2022,,Upper-middle-income countries,20509.408,2019
Belgium,BEL,1990,23940.256,High-income countries,19615.668,2019
Belgium,BEL,1991,23750.727,High-income countries,19615.668,2019
Belgium,BEL,1992,23720.729,High-income countries,19615.668,2019
Belgium,BEL,1993,23798.385,High-income countries,19615.668,2019
Belgium,BEL,1994,23534.393,High-income countries,19615.668,2019
Belgium,BEL,1995,23584.28,High-income countries,19615.668,2019
Belgium,BEL,1996,23336.715,High-income countries,19615.668,2019
Belgium,BEL,1997,23120.732,High-income countries,19615.668,2019
Belgium,BEL,1998,22978.326,High-income countries,19615.668,2019
Belgium,BEL,1999,22784.102,High-income countries,19615.668,2019
Belgium,BEL,2000,22486.102,High-income countries,19615.668,2019
Belgium,BEL,2001,22102.137,High-income countries,19615.668,2019
Belgium,BEL,2002,22024.543,High-income countries,19615.668,2019
Belgium,BEL,2003,21670.348,High-income countries,19615.668,2019
Belgium,BEL,2004,21021.33,High-income countries,19615.668,2019
Belgium,BEL,2005,20713.412,High-income countries,19615.668,2019
Belgium,BEL,2006,20122.057,High-income countries,19615.668,2019
Belgium,BEL,2007,19933.309,High-income countries,19615.668,2019
Belgium,BEL,2008,19728.627,High-income countries,19615.668,2019
Belgium,BEL,2009,19893.344,High-income countries,19615.668,2019
Belgium,BEL,2010,19886.064,High-income countries,19615.668,2019
Belgium,BEL,2011,19839.457,High-income countries,19615.668,2019
